應掕擔,巟忈売強,巟忈忣曬,捠徧慄,憱峴曽岦,僉儘掱,埵抲,捈嬋俼,僇儞僩,曃偄検,専弌婍No,専弌嫍棧X,専弌嫍棧Y,婎弨抣,巟忈検,巟忈埵抲,巄掕儔儞僋,應掕懍搙,價僨僆妋擣擔,價僨僆妋擣売強,價僨僆妋擣幰,價僨僆妋擣偵傛傞懳徾暔,巟忈暔妋擣傪峴偆扴摉暘栰,夋憸僼傽僀儖柤,巟忈暔妋擣扴摉媄僙摍,尰抧妋擣偺梫斲,妋擣擔,妋擣幰強懏(夛幮),妋擣幰,應掕梫斲,應掕曽朄,懳徾暔,巟忈愝旛曐庣媄僙摍,幚僉儘掱(m),嵍塃暿,尷奅庬暿,應掕埵抲庬暿,嬋慄俼(m),幚僇儞僩(mm),奼戝悺朄(mm),幚婎弨抣(mm),巟忈桳柍,幚棧傟(mm)X,幚崅偝(mm)Y,幚巟忈検(mm),巟忈埵抲,妋掕儔儞僋,僠僃僢僋,婰帠,慬抲寁夋丒寢壥,TCL(m),ECC丄BCC傑偱(m),嬋慄俼乮戝乯(m),嬋慄俼乮彫乯(m),拞娫TCL(m),EIT丄BIT傑偱(m),嬋慄俼(婲)(m),嬋慄俼乮廔乯(m),BRT偐傜PRC(m),ERT偐傜PRC(m),BRT傑偱(m),巟幮乮庡娗乯採弌擔,巟幮乮搚栘乯採弌擔
2022/9/30 7:57,5095,,搶杒杮慄,壓傝,369781,嵍,600,75,-12,1,-1935,1020,1938,3,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5114,,搶杒杮慄,壓傝,370044,嵍,0,0,4,6,-1847,2542,1900,53,懁曽忋晹(憢晹),C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5129,,搶杒杮慄,壓傝,370250,塃,800,55,-3,26,1575,409,1603,28,懁曽壓晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5149,,搶杒杮慄,壓傝,370379,嵍,800,55,8,4,-1861,1658,1917,56,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5150,,搶杒杮慄,壓傝,370379,嵍,800,55,12,5,-1856,2144,1917,61,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5154,,搶杒杮慄,壓傝,370389,嵍,800,55,-1,6,-1839,2359,1914,75,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5155,,搶杒杮慄,壓傝,370389,嵍,800,55,10,5,-1893,2123,1914,21,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5156,,搶杒杮慄,壓傝,370390,嵍,800,55,1,6,-1910,2418,1913,3,懁曽忋晹(憢晹),C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5159,,搶杒杮慄,壓傝,370396,嵍,800,55,22,2,-1892,1232,1911,19,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5160,,搶杒杮慄,壓傝,370428,嵍,800,55,15,3,-1879,1476,1902,23,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5168,,搶杒杮慄,壓傝,370493,嵍,600,70,-25,2,-1869,1106,1922,53,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5172,,搶杒杮慄,壓傝,370504,嵍,600,70,-6,2,-1879,972,1927,48,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5174,,搶杒杮慄,壓傝,370527,嵍,600,70,-24,2,-1864,1191,1936,72,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5175,,搶杒杮慄,壓傝,370529,嵍,600,70,-25,2,-1934,1172,1937,3,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5176,,搶杒杮慄,壓傝,370527,嵍,600,70,-1,4,-1932,1713,1936,4,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5177,S,搶杒杮慄,壓傝,370529,嵍,600,70,1,4,-1891,1916,1937,46,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5177,E,搶杒杮慄,壓傝,370530,嵍,600,70,1,4,-1880,1920,1938,58,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5179,,搶杒杮慄,壓傝,370527,嵍,600,70,24,3,-1864,1465,1936,72,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5180,,搶杒杮慄,壓傝,370530,嵍,600,70,20,5,-1914,2040,1938,24,懁曽忋晹(憢晹),C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5182,,搶杒杮慄,壓傝,370531,嵍,600,70,27,3,-1844,1414,1938,94,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5185,,搶杒杮慄,壓傝,370645,嵍,600,70,3,6,-1919,2610,1938,19,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5206,,搶杒杮慄,壓傝,370854,嵍,0,0,7,1,-1554,493,1575,21,懁曽壓晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5207,,搶杒杮慄,壓傝,370877,嵍,0,0,-3,2,-1862,1264,1900,38,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5208,,搶杒杮慄,壓傝,370878,嵍,0,0,-1,2,-1881,1000,1900,19,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5220,,搶杒杮慄,壓傝,370941,嵍,0,0,6,1,-1868,990,1900,32,懁曽忋晹,C,77,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5225,,搶杒杮慄,壓傝,370980,嵍,0,0,1,2,-1824,1039,1900,76,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5226,,搶杒杮慄,壓傝,370982,嵍,0,0,-2,2,-1826,1182,1900,74,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:57,5227,,搶杒杮慄,壓傝,370983,嵍,0,0,-2,2,-1814,1046,1900,86,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5230,,搶杒杮慄,壓傝,371008,嵍,0,0,-2,2,-1899,1223,1900,1,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5233,,搶杒杮慄,壓傝,371061,嵍,0,0,6,2,-1837,1027,1900,63,懁曽忋晹,C,79,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5234,,搶杒杮慄,壓傝,371091,嵍,0,0,2,1,-1559,394,1575,16,懁曽壓晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5235,,搶杒杮慄,壓傝,371099,嵍,0,0,-12,2,-1872,932,1900,28,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5238,,搶杒杮慄,壓傝,371100,嵍,0,0,-4,4,-1801,1677,1900,99,懁曽忋晹(憢晹),C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5240,S,搶杒杮慄,壓傝,371100,嵍,0,0,5,3,-1830,1526,1900,70,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5240,E,搶杒杮慄,壓傝,371101,嵍,0,0,5,3,-1842,1475,1900,58,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5241,,搶杒杮慄,壓傝,371107,嵍,0,0,14,2,-1803,1080,1900,97,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5242,,搶杒杮慄,壓傝,371101,嵍,0,0,5,1,-1806,981,1900,94,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5245,,搶杒杮慄,壓傝,371107,嵍,0,0,2,1,-1888,978,1900,12,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5250,,搶杒杮慄,壓傝,371129,嵍,0,0,-1,4,-1895,1822,1900,5,懁曽忋晹(憢晹),C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5253,,搶杒杮慄,壓傝,371130,嵍,0,0,-1,4,-1823,1698,1900,77,懁曽忋晹(憢晹),C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5257,,搶杒杮慄,壓傝,371129,嵍,0,0,12,3,-1849,1618,1900,51,懁曽忋晹(憢晹),C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5258,,搶杒杮慄,壓傝,371130,嵍,0,0,11,3,-1893,1265,1900,7,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5267,,搶杒杮慄,壓傝,371163,嵍,0,0,3,2,-1815,1163,1900,85,懁曽忋晹,C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5278,S,搶杒杮慄,壓傝,371166,嵍,0,0,11,3,-1865,1330,1900,35,懁曽忋晹,C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5278,E,搶杒杮慄,壓傝,371167,嵍,0,0,11,3,-1819,1378,1900,81,懁曽忋晹,C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5281,,搶杒杮慄,壓傝,371184,嵍,0,0,8,2,-1838,1197,1900,62,懁曽忋晹,C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5284,,搶杒杮慄,壓傝,371185,嵍,0,0,2,4,-1899,1668,1900,1,懁曽忋晹(憢晹),C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5288,,搶杒杮慄,壓傝,371186,嵍,0,0,12,3,-1873,1484,1900,27,懁曽忋晹,C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5294,,搶杒杮慄,壓傝,371193,嵍,0,0,6,1,-1561,514,1575,14,懁曽壓晹,C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5298,,搶杒杮慄,壓傝,371222,嵍,0,0,12,2,-1841,1097,1900,59,懁曽忋晹,C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5302,,搶杒杮慄,壓傝,371220,嵍,0,0,11,1,-1567,534,1575,8,懁曽壓晹,C,81,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5305,,搶杒杮慄,壓傝,371232,嵍,0,0,12,2,-1852,1074,1900,48,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5308,,搶杒杮慄,壓傝,371237,嵍,0,0,-3,2,-1822,1099,1900,78,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5309,,搶杒杮慄,壓傝,371236,嵍,0,0,14,4,-1887,1678,1900,13,懁曽忋晹(憢晹),C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5313,,搶杒杮慄,壓傝,371238,嵍,0,0,12,3,-1854,1527,1900,46,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5314,,搶杒杮慄,壓傝,371244,嵍,0,0,13,1,-1572,883,1575,3,懁曽壓晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5316,,搶杒杮慄,壓傝,371244,嵍,0,0,10,3,-1841,1345,1900,59,懁曽忋晹,C,80,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5327,,搶杒杮慄,壓傝,371349,嵍,0,0,13,2,-1875,1026,1900,25,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5340,,搶杒杮慄,壓傝,371365,嵍,0,0,1,4,-1890,1894,1900,10,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5342,,搶杒杮慄,壓傝,371364,嵍,0,0,11,3,-1858,1431,1900,42,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5348,,搶杒杮慄,壓傝,371370,嵍,0,0,0,4,-1825,1709,1900,75,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5351,,搶杒杮慄,壓傝,371370,嵍,0,0,9,5,-1871,2027,1900,29,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5354,,搶杒杮慄,壓傝,371371,嵍,0,0,10,5,-1895,2304,1900,5,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5357,S,搶杒杮慄,壓傝,371368,嵍,0,0,10,3,-1838,1513,1900,62,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5357,E,搶杒杮慄,壓傝,371369,嵍,0,0,12,3,-1864,1273,1900,36,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5358,,搶杒杮慄,壓傝,371374,嵍,0,0,2,4,-1825,2010,1900,75,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5359,,搶杒杮慄,壓傝,371372,嵍,0,0,10,5,-1825,2030,1900,75,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5360,,搶杒杮慄,壓傝,371376,嵍,0,0,15,2,-1567,864,1575,8,懁曽壓晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5363,,搶杒杮慄,壓傝,371373,嵍,0,0,11,5,-1838,2069,1900,62,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5365,S,搶杒杮慄,壓傝,371371,嵍,0,0,13,3,-1816,1620,1900,84,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5365,E,搶杒杮慄,壓傝,371372,嵍,0,0,13,3,-1854,1496,1900,46,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5366,S,搶杒杮慄,壓傝,371373,嵍,0,0,12,5,-1888,2091,1900,12,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5366,E,搶杒杮慄,壓傝,371374,嵍,0,0,13,5,-1863,1984,1900,37,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5367,S,搶杒杮慄,壓傝,371372,嵍,0,0,14,3,-1878,1498,1900,22,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5367,E,搶杒杮慄,壓傝,371373,嵍,0,0,14,3,-1808,1478,1900,92,懁曽忋晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5369,,搶杒杮慄,壓傝,371375,嵍,0,0,14,5,-1821,2150,1900,79,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5371,,搶杒杮慄,壓傝,371380,嵍,0,0,16,2,-1546,919,1575,29,懁曽壓晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5374,,搶杒杮慄,壓傝,371377,嵍,0,0,7,6,-1897,2419,1900,3,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5377,S,搶杒杮慄,壓傝,371374,嵍,0,0,15,1,-1558,751,1575,17,懁曽壓晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5377,E,搶杒杮慄,壓傝,371375,嵍,0,0,15,1,-1552,808,1575,23,懁曽壓晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5386,,搶杒杮慄,壓傝,371379,嵍,0,0,15,5,-1868,2013,1900,32,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5394,,搶杒杮慄,壓傝,371382,嵍,0,0,13,5,-1848,2173,1900,52,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5397,,搶杒杮慄,壓傝,371382,嵍,0,0,12,5,-1817,2085,1900,83,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5401,S,搶杒杮慄,壓傝,371383,嵍,0,0,11,5,-1858,1994,1900,42,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5401,E,搶杒杮慄,壓傝,371384,嵍,0,0,11,5,-1872,2109,1900,28,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5402,,搶杒杮慄,壓傝,371383,嵍,0,0,15,1,-1552,495,1575,23,懁曽壓晹,C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/9/30 7:58,5404,S,搶杒杮慄,壓傝,371384,嵍,0,0,10,5,-1834,2259,1900,66,懁曽忋晹(憢晹),C,78,,擔杮慄楬媄弍,,憪栘,曐慄,,愬戜曐慄媄弍据腊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
